
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant chutiya', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant chutiya',),('Computer',),00:56:19, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:41, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:41, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:44, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:44, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:45, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'nishant ', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant ',),('Computer',),01:10:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:10:46, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:11:13, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:12:25, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),01:15:20, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:15:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),01:15:43, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:16:12, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),01:16:24, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:16:24, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),01:16:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),01:16:40, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '2', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),01:16:42, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:28, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:29, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:30, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:31, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:32, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:33, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:34, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:34, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:34, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:34, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:34, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '3', 'nishant', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('nishant',),('Computer',),16:58:35, 10/04/2023,Present
('Computer', 'OOSE', '2021-22', 'Select Semester', '1', 'sourav', 'B', '7', 'Male', '24/02/2002', 'uyfuf@gail.com', '55', 'smastipur', 'vghvvjh', 'Yes'),('7',),('sourav',),('Computer',),16:58:35, 10/04/2023,Present
